ID,Soil_pH,Organic_C (%),Total_N (%),C_N_Ratio,Land_Use_Type,Soil_Depth_cm,Bacteria_Abundance (%),Fungi_Abundance (%),β_Glucosidase (µmol/g/h),Urease (µmol/g/h),CO2_Emission (µg/g/day),NH4_Nitrate (µg/g)
91517,7.29,1.51,0.134,11.3,Organic,10–20,57.66,48.82,4.14,10.01,47.58,154.02
91518,6.54,2.73,0.195,14.0,Organic,0–10,41.98,25.73,5.19,13.71,53.41,215.03
91519,7.48,1.88,0.126,14.9,Monoculture,10–20,45.27,36.04,4.54,9.64,49.52,145.86
91520,6.9,3.51,0.117,30.0,Monoculture,0–10,57.68,21.4,5.78,9.05,57.5,137.06
91521,7.27,3.55,0.067,53.0,Traditional,0–10,50.73,24.62,5.75,5.95,57.93,86.91
91522,7.45,1.97,0.139,14.2,Organic,10–20,59.55,30.76,4.56,10.33,49.93,158.97
91523,6.44,3.37,0.147,22.9,Traditional,10–20,43.83,38.36,5.69,10.78,56.89,167.11
91524,6.77,3.05,0.061,50.0,Monoculture,10–20,35.82,42.65,5.52,5.68,55.21,81.1
91525,7.33,2.66,0.15,17.7,Traditional,10–20,40.28,46.25,5.12,10.98,53.42,169.93
91526,6.65,2.97,0.055,54.0,Traditional,0–10,56.46,42.13,5.33,5.32,54.87,75.42
91527,5.61,2.61,0.248,10.5,Monoculture,0–10,48.5,42.18,5.05,16.98,52.91,267.9
91528,6.89,2.82,0.177,15.9,Organic,10–20,48.62,33.15,5.25,12.61,54.03,196.97
91529,7.37,1.64,0.091,18.0,Organic,10–20,45.13,27.36,4.3,7.45,48.14,111.11
91530,7.06,2.02,0.228,8.9,Organic,0–10,57.55,29.07,4.61,15.66,50.13,248.02
91531,7.08,3.84,0.233,16.5,Monoculture,10–20,54.41,31.12,6.05,15.93,59.05,253.01
91532,5.66,1.48,0.173,8.6,Traditional,10–20,51.34,43.67,4.13,12.41,47.28,193.17
91533,6.97,3.14,0.103,30.5,Monoculture,10–20,55.7,34.03,5.5,8.18,55.75,123.35
91534,5.56,1.51,0.189,8.0,Organic,0–10,43.47,46.25,4.21,13.36,47.52,208.69
91535,7.36,3.59,0.053,67.7,Traditional,0–10,33.77,48.85,5.82,5.18,57.97,73.04
91536,7.33,3.01,0.118,25.5,Organic,10–20,55.24,39.45,5.44,9.03,55.12,137.89
91537,7.46,3.95,0.229,17.2,Monoculture,10–20,37.02,31.48,6.2,15.7,59.66,249.09
91538,6.11,1.63,0.248,6.6,Monoculture,0–10,51.14,49.37,4.26,16.9,48.11,267.77
91539,6.58,1.43,0.098,14.6,Monoculture,0–10,30.98,46.21,4.14,7.9,47.29,117.84
91540,6.66,4.07,0.193,21.1,Traditional,10–20,30.9,20.08,6.23,13.5,60.27,212.95
91541,6.61,4.3,0.238,18.1,Traditional,10–20,50.63,45.6,6.45,16.35,61.49,257.75
91542,6.32,3.09,0.061,50.7,Traditional,10–20,45.92,35.38,5.46,5.72,55.39,80.98
91543,7.47,4.23,0.098,43.2,Traditional,0–10,51.17,40.19,6.42,7.95,61.42,118.41
91544,7.27,1.68,0.071,23.7,Organic,10–20,40.61,47.56,4.34,6.22,48.62,91.11
91545,6.72,4.08,0.218,18.7,Organic,0–10,53.8,25.62,6.25,15.06,60.4,238.16
91546,6.8,4.08,0.097,42.1,Traditional,0–10,46.79,43.77,6.31,7.77,60.25,117.12
91547,6.93,3.51,0.157,22.4,Organic,10–20,41.09,29.19,5.76,11.48,57.54,177.27
91548,6.71,4.34,0.225,19.3,Organic,0–10,53.6,29.02,6.43,15.55,61.94,244.89
91549,6.92,2.98,0.189,15.8,Monoculture,10–20,57.58,47.8,5.43,13.33,54.73,209.23
91550,7.13,2.42,0.182,13.3,Organic,10–20,41.08,24.1,4.99,12.84,52.18,202.22
91551,7.46,2.47,0.19,13.0,Traditional,10–20,54.37,32.32,5.01,13.47,52.54,209.69
91552,7.2,1.73,0.236,7.3,Monoculture,0–10,33.16,27.72,4.42,16.18,48.62,256.18
91553,5.76,3.93,0.236,16.7,Organic,10–20,48.92,42.29,6.14,16.06,59.62,256.09
91554,6.59,2.88,0.086,33.5,Organic,10–20,39.93,34.51,5.23,7.17,54.35,105.87
91555,6.76,1.21,0.066,18.3,Organic,10–20,35.58,42.18,3.99,5.95,46.1,85.82
91556,6.03,2.32,0.237,9.8,Traditional,0–10,44.12,27.49,4.95,16.28,51.53,256.59
91557,6.45,3.88,0.14,27.7,Monoculture,10–20,30.72,35.83,6.08,10.33,59.48,160.13
91558,7.37,1.3,0.075,17.3,Organic,10–20,42.94,41.94,3.96,6.48,46.63,95.01
91559,6.02,3.29,0.169,19.5,Organic,10–20,38.89,35.27,5.6,12.12,56.55,189.0
91560,6.13,2.99,0.212,14.1,Traditional,10–20,34.37,25.13,5.41,14.69,55.06,231.89
91561,7.32,1.44,0.076,18.9,Organic,10–20,38.08,38.08,4.15,6.61,47.27,96.18
91562,5.69,2.4,0.241,10.0,Monoculture,0–10,56.6,30.56,4.92,16.4,51.88,261.17
91563,7.26,2.34,0.125,18.7,Traditional,10–20,43.88,41.14,4.88,9.62,51.77,145.15
91564,6.11,2.33,0.106,22.0,Organic,0–10,54.1,48.72,4.93,8.39,51.52,126.36
91565,6.5,1.54,0.181,8.5,Organic,10–20,41.76,26.76,4.21,12.85,47.59,201.29
91566,6.79,3.92,0.163,24.0,Organic,10–20,52.93,32.25,6.17,11.8,59.46,182.74
91567,6.79,1.34,0.138,9.7,Monoculture,0–10,54.39,35.69,4.05,10.27,46.72,157.89
91568,7.46,4.23,0.098,43.2,Monoculture,0–10,41.84,46.64,6.39,7.92,61.19,117.85
91569,5.57,2.13,0.062,34.4,Traditional,0–10,40.62,32.19,4.64,5.75,50.63,82.09
91570,6.91,4.07,0.086,47.3,Traditional,10–20,38.69,20.45,6.25,7.22,60.4,105.91
91571,7.19,3.98,0.205,19.4,Monoculture,0–10,49.41,46.13,6.2,14.37,59.88,225.06
91572,6.68,1.03,0.08,12.9,Traditional,0–10,41.67,21.66,3.83,6.79,45.27,99.7
91573,7.45,2.66,0.071,37.5,Organic,0–10,48.37,40.37,5.16,6.24,53.18,91.26
91574,6.34,2.13,0.16,13.3,Organic,0–10,42.76,23.21,4.71,11.62,50.82,179.82
91575,7.0,3.46,0.205,16.9,Monoculture,10–20,35.95,24.36,5.88,14.35,57.24,224.76
91576,6.87,1.22,0.234,5.2,Organic,10–20,48.35,31.08,4.02,15.99,46.22,253.79
91577,5.56,2.02,0.116,17.4,Organic,0–10,36.74,24.48,4.64,8.95,50.14,135.79
91578,6.61,1.27,0.213,6.0,Organic,10–20,53.51,27.33,4.0,14.7,46.21,233.19
91579,6.02,2.11,0.246,8.6,Monoculture,10–20,48.88,40.14,4.7,16.78,50.48,266.06
91580,6.56,2.47,0.238,10.4,Traditional,0–10,59.32,41.16,4.96,16.26,52.18,258.05
91581,7.27,2.06,0.249,8.3,Traditional,0–10,38.2,28.85,4.68,16.94,50.14,268.96
91582,6.76,3.35,0.106,31.6,Organic,0–10,54.71,31.75,5.67,8.39,56.86,126.19
91583,6.69,3.15,0.14,22.5,Traditional,10–20,57.0,47.57,5.54,10.36,55.77,159.83
91584,6.84,2.57,0.194,13.2,Traditional,10–20,35.75,24.4,5.07,13.64,52.97,213.54
91585,6.56,1.58,0.216,7.3,Organic,0–10,48.62,41.98,4.35,14.97,47.67,236.3
91586,6.4,2.04,0.113,18.1,Monoculture,0–10,49.19,28.93,4.6,8.81,50.31,132.95
91587,6.25,1.01,0.157,6.4,Organic,10–20,48.43,20.34,3.82,11.46,45.12,177.18
91588,6.9,2.98,0.148,20.1,Monoculture,10–20,46.17,24.3,5.38,10.91,54.79,168.04
91589,7.05,2.32,0.197,11.8,Monoculture,0–10,36.97,47.05,4.79,13.73,51.78,216.72
91590,6.35,2.99,0.178,16.8,Traditional,0–10,59.9,46.65,5.43,12.62,55.04,198.1
91591,5.59,2.71,0.1,27.1,Traditional,10–20,30.92,20.84,5.18,8.01,53.52,120.02
91592,6.59,2.49,0.135,18.4,Organic,10–20,41.92,22.81,5.0,10.05,52.35,154.82
91593,6.65,3.57,0.222,16.1,Organic,0–10,55.55,30.03,5.78,15.29,57.88,242.15
91594,6.46,2.94,0.198,14.8,Organic,0–10,50.7,49.06,5.3,13.78,54.85,217.59
91595,6.22,3.68,0.06,61.3,Organic,0–10,51.6,35.69,5.97,5.61,58.64,79.83
91596,7.29,3.36,0.084,40.0,Traditional,0–10,51.57,22.67,5.69,7.01,56.86,104.15
91597,6.46,1.56,0.06,26.0,Traditional,0–10,34.58,34.51,4.22,5.59,47.74,79.72
91598,7.1,1.37,0.246,5.6,Monoculture,10–20,47.06,23.46,4.08,16.73,46.77,266.08
91599,6.78,2.73,0.178,15.3,Monoculture,0–10,42.45,47.85,5.07,12.67,53.72,197.91
91600,7.07,4.31,0.178,24.2,Traditional,10–20,55.6,36.98,6.43,12.75,61.55,198.02
91601,7.26,1.25,0.187,6.7,Traditional,10–20,57.5,43.59,4.02,13.23,46.24,207.03
91602,5.99,1.23,0.072,17.1,Organic,0–10,53.88,29.42,3.89,6.38,45.93,92.04
91603,7.16,2.91,0.134,21.7,Traditional,0–10,30.01,22.85,5.37,10.04,54.43,154.0
91604,6.94,4.46,0.219,20.4,Organic,10–20,42.32,36.28,6.56,15.13,62.35,239.03
91605,6.62,2.68,0.235,11.4,Traditional,10–20,44.37,21.21,5.21,16.08,53.34,254.98
91606,6.59,3.6,0.177,20.3,Monoculture,0–10,39.84,49.43,5.92,12.64,57.98,196.88
91607,6.12,2.69,0.078,34.5,Organic,10–20,44.65,36.19,5.16,6.71,53.46,98.16
91608,6.58,2.63,0.25,10.5,Monoculture,0–10,57.31,22.46,5.1,17.01,53.2,270.08
91609,6.27,1.79,0.226,7.9,Organic,10–20,44.56,41.35,4.31,15.55,49.05,246.09
91610,7.28,3.17,0.078,40.6,Organic,0–10,32.61,42.83,5.66,6.69,55.65,98.2
91611,6.66,4.44,0.2,22.2,Monoculture,10–20,49.85,48.6,6.6,14.03,62.21,219.99
91612,6.1,2.75,0.108,25.5,Monoculture,10–20,44.8,30.59,5.17,8.42,53.61,128.18
91613,5.79,3.27,0.194,16.9,Traditional,0–10,53.5,30.81,5.61,13.61,56.42,213.81
91614,6.89,4.13,0.197,21.0,Traditional,10–20,35.4,48.76,6.37,13.85,60.59,217.09
91615,6.83,2.55,0.243,10.5,Traditional,0–10,50.47,29.09,5.11,16.51,52.72,262.91
91616,6.22,2.7,0.134,20.1,Traditional,10–20,47.87,30.82,5.13,10.06,53.51,153.82
91617,5.82,2.03,0.143,14.2,Traditional,0–10,52.42,21.34,4.56,10.54,50.12,163.17
91618,6.93,2.07,0.161,12.9,Monoculture,10–20,31.88,32.07,4.7,11.61,50.39,180.85
91619,6.04,1.95,0.19,10.3,Traditional,0–10,49.93,22.81,4.59,13.42,49.82,210.34
91620,7.22,2.82,0.087,32.4,Traditional,10–20,55.31,32.27,5.28,7.32,54.11,106.96
91621,6.95,4.08,0.151,27.0,Monoculture,0–10,43.32,46.67,6.34,11.08,60.35,170.71
91622,7.28,2.74,0.063,43.5,Traditional,10–20,54.73,38.1,5.26,5.76,53.73,82.66
91623,7.47,3.94,0.171,23.0,Organic,10–20,43.54,41.66,6.15,12.21,59.76,191.05
91624,6.18,4.14,0.197,21.0,Organic,10–20,35.71,24.83,6.31,13.84,60.85,217.18
91625,6.51,4.22,0.054,78.1,Organic,0–10,59.46,47.23,6.29,5.24,61.11,73.92
91626,6.31,2.57,0.155,16.6,Organic,10–20,41.62,33.19,5.08,11.35,52.97,174.74
91627,5.66,3.33,0.069,48.3,Traditional,0–10,51.93,28.48,5.68,6.16,56.68,89.17
91628,6.31,1.63,0.229,7.1,Monoculture,0–10,46.02,32.49,4.27,15.74,48.18,249.19
91629,6.39,3.23,0.121,26.7,Organic,10–20,31.66,29.96,5.58,9.25,56.33,141.09
91630,5.85,1.11,0.247,4.5,Traditional,10–20,57.34,38.77,3.94,16.79,45.57,266.89
91631,7.27,3.31,0.188,17.6,Monoculture,10–20,38.57,23.12,5.62,13.32,56.57,208.1
91632,6.08,2.18,0.116,18.8,Monoculture,0–10,52.92,48.72,4.65,8.97,50.61,135.64
91633,7.02,3.06,0.094,32.6,Monoculture,10–20,35.85,22.16,5.5,7.69,55.3,114.16
91634,5.65,1.32,0.08,16.5,Traditional,10–20,35.82,26.03,4.09,6.83,46.6,99.9
91635,5.56,2.61,0.12,21.8,Organic,0–10,36.97,33.75,5.0,9.14,52.95,139.93
91636,7.49,3.28,0.242,13.6,Traditional,0–10,56.24,47.41,5.68,16.59,56.39,262.26
91637,5.75,1.42,0.112,12.7,Monoculture,10–20,31.19,41.74,4.1,8.69,47.24,132.11
91638,7.03,2.16,0.166,13.0,Organic,10–20,40.58,49.64,4.7,11.88,50.82,186.37
91639,6.71,1.1,0.12,9.2,Monoculture,10–20,46.54,30.79,3.8,9.24,45.52,140.02
91640,6.41,1.28,0.11,11.6,Monoculture,10–20,53.62,22.26,4.01,8.65,46.32,129.96
91641,5.57,1.7,0.216,7.9,Traditional,0–10,57.16,20.14,4.4,14.99,48.36,236.13
91642,6.16,4.22,0.213,19.8,Organic,10–20,32.58,42.32,6.4,14.71,61.02,232.82
91643,7.3,4.34,0.146,29.7,Monoculture,0–10,34.66,24.03,6.43,10.78,61.73,165.71
91644,7.31,1.84,0.236,7.8,Organic,0–10,38.55,42.31,4.45,16.2,49.16,256.26
91645,6.7,3.47,0.053,65.5,Organic,0–10,46.41,29.77,5.65,5.16,57.47,73.36
91646,6.65,3.56,0.093,38.3,Organic,10–20,59.92,39.74,5.89,7.64,57.78,113.19
91647,6.35,3.2,0.22,14.5,Traditional,10–20,39.4,21.59,5.61,15.26,55.9,240.1
91648,7.05,3.09,0.077,40.1,Monoculture,10–20,30.13,24.0,5.44,6.59,55.64,97.1
91649,7.27,2.72,0.128,21.2,Traditional,0–10,43.72,32.95,5.16,9.75,53.68,148.05
91650,6.96,1.69,0.157,10.8,Organic,10–20,56.07,35.29,4.26,11.43,48.45,176.95
91651,6.55,1.49,0.245,6.1,Monoculture,10–20,38.45,31.93,4.28,16.7,47.33,264.83
91652,6.77,2.29,0.13,17.6,Monoculture,0–10,32.26,27.61,4.89,9.79,51.42,149.78
91653,5.94,1.81,0.096,18.9,Traditional,0–10,30.07,33.78,4.48,7.78,49.09,115.6
91654,7.48,3.81,0.229,16.6,Organic,10–20,45.3,40.46,5.99,15.76,59.06,248.91
91655,7.37,3.09,0.167,18.5,Traditional,0–10,51.48,37.71,5.41,11.98,55.26,186.81
91656,7.41,3.49,0.181,19.3,Organic,0–10,32.31,35.54,5.81,12.82,57.33,200.85
91657,5.83,2.74,0.232,11.8,Organic,0–10,48.56,22.02,5.26,15.98,53.54,252.23
91658,6.81,1.4,0.24,5.8,Organic,10–20,40.97,38.94,4.16,16.43,47.11,260.29
91659,6.81,3.67,0.225,16.3,Organic,0–10,53.46,21.36,6.0,15.47,58.36,245.1
91660,6.21,3.13,0.14,22.4,Monoculture,10–20,34.76,39.39,5.55,10.4,55.67,160.02
91661,7.23,3.14,0.164,19.1,Traditional,0–10,49.86,25.02,5.53,11.86,55.54,183.71
91662,7.06,1.98,0.236,8.4,Traditional,10–20,36.75,28.41,4.56,16.12,49.95,255.74
91663,6.94,3.01,0.081,37.2,Traditional,0–10,44.85,30.54,5.39,6.91,55.01,101.3
91664,5.56,4.16,0.147,28.3,Monoculture,10–20,50.72,24.96,6.28,10.8,60.85,167.05
91665,7.48,2.34,0.221,10.6,Organic,10–20,58.44,44.37,4.89,15.35,51.94,240.71
91666,6.94,3.04,0.171,17.8,Traditional,10–20,47.1,26.53,5.45,12.21,55.2,191.01
91667,7.44,1.44,0.149,9.7,Traditional,0–10,46.26,28.94,4.21,10.93,47.25,168.83
91668,5.67,2.32,0.215,10.8,Organic,10–20,55.11,35.19,4.85,14.9,51.58,234.7
91669,6.89,4.31,0.235,18.3,Monoculture,0–10,52.15,48.69,6.39,16.13,61.39,255.09
91670,6.99,1.95,0.07,27.9,Traditional,0–10,36.38,33.74,4.6,6.29,49.74,89.97
91671,5.63,3.82,0.054,70.7,Traditional,10–20,59.43,44.09,6.05,5.29,59.07,73.9
91672,5.63,4.18,0.132,31.7,Organic,0–10,59.92,37.98,6.35,10.02,60.77,152.24
91673,7.02,4.47,0.155,28.8,Organic,0–10,32.4,41.14,6.52,11.31,62.4,175.36
91674,7.1,2.49,0.172,14.5,Organic,10–20,34.84,35.71,5.02,12.27,52.33,191.97
91675,7.32,1.81,0.134,13.5,Monoculture,10–20,43.03,40.21,4.44,9.99,49.09,154.02
91676,7.04,2.84,0.2,14.2,Monoculture,0–10,46.38,33.14,5.24,13.98,54.11,219.79
91677,5.98,2.97,0.067,44.3,Organic,10–20,42.31,28.98,5.39,6.02,54.51,87.3
91678,7.44,3.89,0.148,26.3,Monoculture,0–10,57.04,32.72,6.06,10.89,59.45,167.77
91679,6.03,1.49,0.145,10.3,Organic,10–20,57.96,40.18,4.18,10.71,47.51,165.11
91680,6.95,2.48,0.244,10.2,Traditional,10–20,31.62,41.96,5.03,16.66,52.51,264.29
91681,6.56,4.38,0.133,32.9,Traditional,10–20,50.43,30.38,6.54,9.97,61.65,152.91
91682,5.74,4.44,0.198,22.4,Traditional,0–10,48.78,29.52,6.54,13.84,62.14,217.6
91683,7.35,3.08,0.07,44.0,Monoculture,10–20,42.08,40.24,5.44,6.19,55.29,89.76
91684,6.68,2.94,0.091,32.3,Traditional,10–20,45.83,34.78,5.34,7.44,54.76,111.18
91685,5.68,1.47,0.225,6.5,Monoculture,10–20,34.34,47.32,4.17,15.5,47.37,244.8
91686,6.27,4.34,0.162,26.8,Monoculture,0–10,40.27,42.5,6.49,11.75,61.82,182.07
91687,7.03,1.65,0.128,12.9,Organic,0–10,44.93,23.14,4.28,9.63,48.23,148.08
91688,6.74,1.13,0.084,13.5,Monoculture,0–10,35.13,34.39,3.86,6.96,45.67,103.77
91689,5.95,2.81,0.248,11.3,Monoculture,10–20,58.64,31.42,5.21,16.89,54.13,268.1
91690,6.64,3.29,0.24,13.7,Organic,10–20,48.88,47.19,5.68,16.39,56.37,260.08
91691,6.12,3.29,0.206,16.0,Organic,0–10,44.12,25.12,5.62,14.37,56.4,226.21
91692,6.55,3.86,0.222,17.4,Organic,10–20,53.31,34.48,6.12,15.38,59.34,242.09
91693,6.14,3.56,0.072,49.4,Monoculture,0–10,38.17,49.4,5.84,6.33,57.89,91.85
91694,6.49,1.72,0.131,13.1,Monoculture,0–10,47.14,39.98,4.36,9.87,48.62,151.07
91695,7.18,4.27,0.198,21.6,Organic,10–20,59.83,38.31,6.46,13.94,61.23,217.95
91696,5.92,1.73,0.175,9.9,Organic,10–20,47.3,35.13,4.3,12.56,48.73,195.13
91697,5.5,2.29,0.166,13.8,Organic,10–20,56.73,49.75,4.93,11.98,51.54,186.16
91698,5.81,3.06,0.064,47.8,Monoculture,10–20,59.42,23.65,5.39,5.79,55.03,83.91
91699,7.18,1.98,0.145,13.7,Organic,0–10,52.72,42.75,4.55,10.73,49.97,164.81
91700,6.33,1.91,0.17,11.2,Organic,0–10,44.77,21.65,4.53,12.18,49.71,190.15
91701,6.98,3.23,0.103,31.4,Monoculture,10–20,47.3,33.16,5.52,8.22,56.19,122.84
91702,5.56,4.46,0.071,62.8,Monoculture,0–10,59.29,46.38,6.57,6.21,62.33,90.98
91703,5.79,1.87,0.146,12.8,Monoculture,10–20,42.27,26.74,4.47,10.79,49.4,165.79
91704,6.64,3.15,0.188,16.8,Monoculture,0–10,40.94,47.95,5.53,13.34,55.6,207.94
91705,6.94,2.98,0.131,22.7,Traditional,0–10,55.78,29.18,5.46,9.82,54.9,150.63
91706,7.08,1.06,0.185,5.7,Traditional,10–20,58.38,29.01,3.8,13.14,45.32,204.94
91707,6.79,1.16,0.119,9.7,Traditional,10–20,30.23,23.49,3.91,9.1,45.79,139.16
91708,7.01,4.3,0.137,31.4,Monoculture,10–20,55.81,26.44,6.51,10.2,61.57,156.77
91709,5.83,3.53,0.071,49.7,Monoculture,0–10,53.95,47.1,5.81,6.23,57.82,91.14
91710,6.82,1.55,0.137,11.3,Organic,0–10,42.86,44.03,4.27,10.26,47.69,157.27
91711,6.35,2.24,0.114,19.6,Organic,0–10,44.14,26.89,4.83,8.93,51.15,134.43
91712,7.33,2.98,0.212,14.1,Traditional,10–20,45.27,48.7,5.41,14.66,54.97,232.1
91713,6.73,3.51,0.095,36.9,Monoculture,10–20,59.19,33.5,5.75,7.71,57.45,115.0
91714,6.58,1.44,0.066,21.8,Organic,10–20,35.33,44.78,4.14,5.9,47.16,86.0
91715,6.66,1.02,0.249,4.1,Organic,10–20,39.97,39.01,3.79,16.91,45.22,269.21
91716,7.16,3.27,0.218,15.0,Organic,0–10,50.87,41.82,5.7,15.04,56.2,237.85
91717,5.52,2.98,0.245,12.2,Monoculture,10–20,44.29,22.03,5.35,16.75,55.03,264.96
91718,7.22,3.67,0.153,24.0,Monoculture,10–20,42.86,46.03,6.02,11.12,58.31,173.12
91719,5.56,1.55,0.172,9.0,Organic,0–10,43.64,34.79,4.28,12.38,47.69,191.98
91720,6.67,2.74,0.162,16.9,Monoculture,10–20,39.25,32.02,5.21,11.76,53.62,182.48
91721,6.51,3.56,0.106,33.6,Organic,10–20,42.72,29.04,5.81,8.43,57.69,125.99
91722,6.24,4.18,0.125,33.4,Traditional,0–10,44.08,24.38,6.28,9.48,60.79,144.64
91723,5.76,3.31,0.214,15.5,Traditional,0–10,55.65,26.78,5.66,14.85,56.63,234.49
91724,5.75,3.71,0.065,57.1,Traditional,10–20,58.48,33.4,5.93,5.96,58.39,85.22
91725,6.98,1.21,0.226,5.4,Organic,0–10,56.63,37.16,3.85,15.5,45.98,246.1
91726,5.73,1.1,0.066,16.7,Traditional,0–10,30.25,39.52,3.84,5.93,45.54,86.07
91727,6.87,3.43,0.146,23.5,Traditional,0–10,50.34,27.18,5.8,10.71,57.1,165.83
91728,7.48,2.54,0.079,32.2,Traditional,0–10,39.51,35.5,5.02,6.68,52.83,99.08
91729,6.86,1.05,0.198,5.3,Monoculture,0–10,52.04,43.16,3.83,13.87,45.19,217.93
91730,5.65,2.35,0.057,41.2,Monoculture,0–10,43.16,24.81,4.89,5.44,51.71,77.15
91731,6.58,2.95,0.23,12.8,Monoculture,0–10,38.66,46.71,5.33,15.72,54.72,250.12
91732,7.17,4.04,0.201,20.1,Monoculture,10–20,54.92,30.6,6.21,14.02,60.3,220.98
91733,7.41,1.58,0.092,17.2,Traditional,10–20,30.63,32.05,4.25,7.44,47.94,112.08
91734,6.96,4.2,0.224,18.8,Monoculture,0–10,41.32,27.46,6.32,15.37,60.93,243.8
91735,6.12,1.08,0.123,8.8,Traditional,0–10,53.83,43.2,3.85,9.41,45.41,142.72
91736,6.0,2.39,0.069,34.6,Organic,10–20,59.63,36.72,4.97,6.22,51.96,89.09
91737,7.07,3.28,0.227,14.4,Monoculture,10–20,58.09,46.06,5.55,15.65,56.45,246.73
91738,7.02,1.49,0.132,11.3,Monoculture,10–20,49.85,31.14,4.25,9.94,47.59,151.87
91739,6.47,3.77,0.172,21.9,Monoculture,10–20,33.56,31.06,6.03,12.23,58.85,192.11
91740,5.67,4.37,0.175,25.0,Organic,0–10,39.25,49.48,6.45,12.46,62.11,195.27
91741,6.84,1.16,0.05,23.2,Traditional,10–20,32.62,39.42,3.95,5.05,45.75,69.78
91742,6.68,1.11,0.241,4.6,Organic,10–20,34.22,23.0,3.82,16.41,45.68,260.79
91743,5.52,4.41,0.227,19.4,Traditional,10–20,51.74,38.62,6.47,15.64,62.2,246.75
91744,6.78,1.73,0.106,16.3,Monoculture,10–20,31.36,22.31,4.37,8.32,48.77,125.89
91745,5.76,1.64,0.082,20.0,Traditional,0–10,59.65,48.11,4.32,6.96,48.13,102.16
91746,7.15,1.94,0.175,11.1,Organic,0–10,32.71,26.23,4.56,12.44,49.63,194.96
91747,6.85,3.82,0.076,50.3,Traditional,10–20,42.34,45.16,6.18,6.53,59.07,95.89
91748,5.6,1.13,0.185,6.1,Traditional,0–10,31.52,32.93,3.87,13.11,45.78,205.11
91749,6.56,1.39,0.182,7.6,Traditional,10–20,58.38,40.07,4.2,12.93,46.88,201.88
91750,7.11,3.8,0.161,23.6,Monoculture,10–20,55.7,22.99,5.97,11.63,58.97,180.61
91751,7.16,3.26,0.058,56.2,Traditional,10–20,51.11,45.63,5.68,5.54,56.3,78.06
91752,5.67,3.06,0.066,46.4,Monoculture,10–20,35.06,49.02,5.44,5.83,55.41,85.67
91753,5.66,2.38,0.058,41.0,Traditional,0–10,58.3,36.8,4.94,5.41,51.78,77.8
91754,7.05,1.38,0.247,5.6,Monoculture,0–10,44.05,45.45,4.04,16.88,47.11,267.2
91755,5.97,1.48,0.05,29.6,Monoculture,0–10,44.97,37.12,4.2,5.01,47.49,69.69
91756,6.69,1.68,0.116,14.5,Traditional,10–20,37.24,44.12,4.39,8.88,48.44,136.09
91757,6.72,3.52,0.175,20.1,Organic,0–10,31.65,42.41,5.78,12.58,57.6,195.1
91758,6.76,1.2,0.14,8.6,Organic,10–20,48.99,39.58,3.95,10.37,46.07,159.97
91759,6.18,1.73,0.181,9.6,Monoculture,10–20,52.35,25.36,4.37,12.85,48.49,201.0
91760,5.58,2.65,0.119,22.3,Traditional,10–20,43.69,32.1,5.1,9.12,53.28,139.22
91761,6.57,3.21,0.093,34.5,Organic,0–10,36.03,31.12,5.58,7.55,56.11,113.01
91762,6.53,1.55,0.113,13.7,Monoculture,0–10,39.76,49.89,4.27,8.81,47.76,133.37
91763,6.37,1.69,0.091,18.6,Traditional,10–20,54.78,43.04,4.32,7.47,48.42,111.04
91764,6.06,1.72,0.175,9.8,Monoculture,0–10,36.44,38.19,4.27,12.47,48.48,195.16
91765,7.19,4.18,0.21,19.9,Traditional,10–20,48.9,35.19,6.41,14.6,60.98,229.93
91766,6.24,3.43,0.073,47.0,Traditional,10–20,59.94,33.02,5.82,6.34,57.03,93.23
91767,5.75,1.81,0.147,12.3,Monoculture,10–20,33.64,25.53,4.47,10.78,49.23,167.3
91768,7.02,4.34,0.176,24.7,Traditional,0–10,43.83,48.34,6.48,12.49,61.63,196.04
91769,6.77,2.7,0.077,35.1,Traditional,10–20,36.67,45.46,5.24,6.66,53.3,97.14
91770,6.12,3.04,0.056,54.3,Monoculture,10–20,56.45,23.43,5.42,5.43,55.14,76.19
91771,5.8,3.21,0.224,14.3,Traditional,0–10,51.37,40.72,5.53,15.49,56.14,244.49
91772,6.38,3.36,0.132,25.5,Organic,0–10,48.94,35.11,5.66,9.84,56.8,152.18
91773,5.63,3.02,0.149,20.3,Monoculture,10–20,31.58,46.63,5.38,10.93,55.11,168.8
91774,5.95,2.39,0.129,18.5,Organic,0–10,42.06,40.87,4.96,9.75,51.89,149.02
91775,7.43,1.74,0.098,17.8,Traditional,10–20,43.95,42.32,4.37,7.95,48.71,118.1
91776,5.8,2.65,0.119,22.3,Organic,10–20,30.46,47.41,5.16,9.16,53.25,139.26
91777,6.05,3.15,0.166,19.0,Traditional,10–20,57.62,41.08,5.57,11.98,55.67,186.23
91778,5.78,2.89,0.139,20.8,Organic,0–10,57.53,21.43,5.37,10.29,54.42,158.83
91779,7.32,2.99,0.066,45.3,Traditional,0–10,39.11,43.75,5.4,5.91,54.87,86.04
91780,7.35,1.32,0.144,9.2,Organic,10–20,35.27,35.29,3.97,10.73,46.45,164.18
91781,5.62,1.77,0.202,8.8,Traditional,10–20,49.66,24.96,4.47,14.14,48.64,221.99
91782,7.3,3.32,0.14,23.7,Traditional,10–20,38.59,20.62,5.64,10.48,56.79,160.08
